feature	RPPA_HSPA1A|HSP70-R-C	RPPA_XIAP|XIAP-R-C	RPPA_CASP7|Caspase-7_cleavedD198-R-C	RPPA_ERBB3|HER3_pY1298-R-C	RPPA_SMAD1|Smad1-R-V	RPPA_SYK|Syk-M-V	RPPA_STAT5A|STAT5-alpha-R-V	RPPA_CD20|CD20-R-C	RPPA_AKT1 AKT2 AKT3|Akt_pS473-R-V	RPPA_BAD|Bad_pS112-R-V	RPPA_PARP1|PARP_cleaved-M-C	RPPA_MSH2|MSH2-M-C	RPPA_MSH6|MSH6-R-C	RPPA_ACACA ACACB|ACC_pS79-R-V	RPPA_COL6A1|Collagen_VI-R-V	RPPA_PTCH1|PTCH-R-C	RPPA_AKT1 AKT2 AKT3|Akt_pT308-R-V	RPPA_CDKN1B|p27_pT157-R-C	RPPA_GATA3|GATA3-M-V	RPPA_MAPT|Tau-M-C	RPPA_TGM2|Transglutaminase-M-V	RPPA_CCNE1|Cyclin_E1-M-V	RPPA_INPP4B|INPP4B-G-C	RPPA_ACACA|ACC1-R-C	RPPA_RPS6|S6_pS235_S236-R-V	RPPA_VASP|VASP-R-C	RPPA_CDH1|E-Cadherin-R-V	RPPA_EIF4EBP1|4E-BP1-R-V	RPPA_CTNNB1|beta-Catenin-R-V	RPPA_XBP1|XBP1-G-C	RPPA_EIF4EBP1|4E-BP1_pS65-R-V	RPPA_PCNA|PCNA-M-V	RPPA_SRC|Src_pY527-R-V	RPPA_TP53BP1|53BP1-R-C	RPPA_MAP2K1|MEK1-R-V	RPPA_RAF1|C-Raf-R-V	RPPA_MET|c-Met_pY1235-R-C	RPPA_TP53|p53-R-V	RPPA_YAP1|YAP-R-V	RPPA_MAPK8|JNK_pT183_pT185-R-V	RPPA_CDKN1B|p27-R-V	RPPA_FRAP1|mTOR-R-V	RPPA_RAD50|Rad50-M-C	RPPA_CCNE2|Cyclin_E2-R-C	RPPA_SNAI2|Snail-M-C	RPPA_PRKCA |PKC-delta_pS664-R-V	RPPA_PGR|PR-R-V	RPPA_ASNS|ASNS-R-C	RPPA_BID|Bid-R-C	RPPA_CHEK2|Chk2-M-C	RPPA_BCL2L1|Bcl-X-R-C	RPPA_RPS6|S6-R-C	RPPA_EGFR|EGFR_pY1068-R-V	RPPA_PIK3CA |PI3K-p110-alpha-R-C	RPPA_BCL2L1|Bcl-xL-R-V	RPPA_GSK3A GSK3B|GSK3_pS9-R-V	RPPA_DVL3|Dvl3-R-V	RPPA_CCND1|Cyclin_D1-R-V	RPPA_RAB11A RAB11B|Rab11-R-V	RPPA_SRC|Src_pY416-R-C	RPPA_BCL2L11|Bim-R-V	RPPA_ATM|ATM-R-C	RPPA_NOTCH1|Notch1-R-V	RPPA_C12ORF5|TIGAR-R-V	RPPA_MAPK9|JNK2-R-C	RPPA_FN1|Fibronectin-R-C	RPPA_GSK3A GSK3B|GSK3-alpha-beta_pS21_S9-R-V	RPPA_CDKN1B|p27_pT198-R-V	RPPA_MAP2K1|MEK1_pS217_S221-R-V	RPPA_CASP8|Caspase-8-M-C	RPPA_PAI-1|Pal-1-M-C	RPPA_CHEK1|Chk1-R-C	RPPA_STK11|LKB1-M-C	RPPA_AKT1S1|PRAS40_pT246-R-V	RPPA_WWTR1|TAZ-R-C	RPPA_CDKN1A|p21-R-C	RPPA_KDR|VEGFR2-R-V	RPPA_CHEK2|Chk2_pT68-R-C	RPPA_EGFR|EGFR_pY1173-R-C	RPPA_EGFR|EGFR_pY992-R-V	RPPA_IGF1R|IGF-1R-beta-R-C	RPPA_YWHAE|14-3-3_epsilon-M-C	RPPA_RPS6KA1|p90RSK_pT359_S363-R-C	RPPA_TSC2|Tuberin-R-C	RPPA_CDC2|CDK1-R-V	RPPA_EEF2|eEF2-R-V	RPPA_NCOA3|AIB1-M-V	RPPA_FRAP1|mTOR_pS2448-R-C	RPPA_AR|AR-R-V	RPPA_GAB2|GAB2-R-V	RPPA_YBX1|YB-1_pS102-R-V	RPPA_ESR1|ER-alpha-R-V	RPPA_RAD51|Rad51-M-C	RPPA_SMAD4|Smad4-M-V	RPPA_CDH3|P-Cadherin-R-C	RPPA_CDH2|N-Cadherin-R-V	RPPA_FOXO3|FOXO3a-R-C	RPPA_ERBB2|HER2-M-V	RPPA_BECN1|Beclin-G-V	RPPA_CASP9|Caspase-9_cleavedD330-R-C	RPPA_SETD2|SETD2-R-C	RPPA_SRC|Src-M-V	RPPA_GSK3A GSK3B|GSK3-alpha-beta-M-V	RPPA_YAP1|YAP_pS127-R-C	RPPA_PRKCA |PKC-alpha-M-V	RPPA_PRKAA1|AMPK_alpha-R-C	RPPA_RAF1|C-Raf_pS338-R-C	RPPA_MYC|c-Myc-R-C	RPPA_PRKAA1|AMPK_pT172-R-V	RPPA_ERRFI1|MIG-6-M-V	RPPA_EIF4EBP1|4E-BP1_pT37-R-V	RPPA_STAT3|STAT3_pY705-R-V	RPPA_AKT1 AKT2 AKT3|Akt-R-V	RPPA_NF2|NF2-R-C	RPPA_PECAM1|CD31-M-V	RPPA_BAK1|Bak-R-C	RPPA_IRS1|IRS1-R-V	RPPA_PTK2|FAK-R-C	RPPA_ERBB3|HER3-R-V	RPPA_FOXO3|FOXO3a_pS318_S321-R-C	RPPA_RB1|Rb-M-V	RPPA_MAPK14|p38_MAPK-R-C	RPPA_NFKB1|NF-kB-p65_pS536-R-C	RPPA_CHEK1|Chk1_pS345-R-C	RPPA_LCK|Lck-R-V	RPPA_XRCC5|Ku80-R-C	RPPA_PARK7|DJ-1-R-C	RPPA_DIABLO|Smac-M-V	RPPA_CTNNA1|alpha-Catenin-M-V	RPPA_ESR1|ER-alpha_pS118-R-V	RPPA_IGFBP2|IGFBP2-R-V	RPPA_STMN1|Stathmin-R-V	RPPA_WWTR1|TAZ_pS89-R-C	RPPA_CASP3|Caspase-3_active-R-C	RPPA_JUN|c-Jun_pS73-R-C	RPPA_CCNB1|Cyclin_B1-R-V	RPPA_CLDN7|Claudin-7-R-V	RPPA_PXN|Paxillin-R-V	RPPA_RPS6KB1|p70S6K_pT389-R-V	RPPA_KIT|c-Kit-R-V	RPPA_CAV1|Caveolin-1-R-V	RPPA_PTEN|PTEN-R-V	RPPA_BAX|Bax-R-V	RPPA_SMAD3|Smad3-R-V	RPPA_ERBB2|HER2_pY1248-R-V	RPPA_MET|c-Met-M-C	RPPA_ERCC1|ERCC1-M-C	RPPA_MAPK14|p38_pT180_Y182-R-V	RPPA_BIRC2 |cIAP-R-V	RPPA_PIK3R1|PI3K-p85-R-V	RPPA_BCL2|Bcl-2-R-C	RPPA_PEA-15|PEA-15-R-V	RPPA_EEF2K|eEF2K-R-V	RPPA_RPS6KB1|p70S6K-R-V	RPPA_MRE11A|Mre11-R-C	RPPA_KRAS|K-Ras-M-C	RPPA_ARID1A|ARID1A-M-V	RPPA_YBX1|YB-1-R-V	RPPA_NOTCH3|Notch3-R-C	RPPA_EIF4EBP1|4E-BP1_pT70-R-C	RPPA_XRCC1|XRCC1-R-C	RPPA_ANXA1|Annexin_I-R-V	RPPA_CD49|CD49b-M-V	RPPA_SHC1|Shc_pY317-R-C	RPPA_PDK1|PDK1_pS241-R-V	RPPA_EIF4E|eIF4E-R-V	RPPA_MAPK1 MAPK3|MAPK_pT202_Y204-R-V	RPPA_PTGS2|COX-2-R-C	RPPA_PRKCA |PKC-alpha_pS657-R-V	RPPA_EGFR|EGFR-R-C	RPPA_RAB25|Rab25-R-C	RPPA_RB1|Rb_pS807_S811-R-V	RPPA_MAPK1|ERK2-R-C	RPPA_TFF1|TFF1-R-V	
TCGA-22-4607	0.255885366	-1.04590448	-2.419669278	-0.487849142	-0.601369989	1.624735178	-2.642733844	-0.227669502	-2.123207904	-0.277593413	-2.944338803	-1.324833051	0.934105728	-1.360741236	0.498537243	-1.957497262	-1.397682099	0.355052659	-0.046933519	-1.664780641	1.299125879	0.0845204	-0.871832352	1.042653133	-1.247001742	-1.148922909	2.172520906	0.752476392	2.520835138	-2.075183128	0.364586994	-0.807164501	-0.60914108	1.026207012	-1.42349158	0.573961894	-1.26599522	-0.777845215	0.839866047	-1.950327891	-1.387732663	0.54506585	-0.061413576	-0.212488965	-1.488161001	-1.336397328	-5.038648965	0.448607932	-0.619729936	-1.029000339	-0.819149816	0.468032593	-2.840844885	-2.006450011	-0.353214342	-0.973790689	-0.671297298	-0.617496303	0.036002188	-1.593283375	-0.979448241	1.787870931	-1.901913011	0.323275716	-2.114914499	4.160839614	-0.130776897	-0.954761878	-1.734725189	1.079447225	2.790155904	-0.118510867	1.81238415	-0.685152832	-0.39061331	0.359370674	1.397269704	-1.666849406	-1.66357307	-0.304668963	0.840190029	-2.060144251	-1.527333259	-2.385258694	-1.400829102	-0.99803645	-0.987468856	-0.91494296	-1.979600369	-0.292667639	-0.233782831	-4.143694925	-0.992580517	-2.296060823	-1.737327003	-1.505314397	-2.172722885	0.370899051	-1.161665751	-1.666079828	-2.091973561	0.085832647	0.775927268	2.655785035	-3.277414764	0.399860145	-0.350610602	-1.242549129	0.816377958	-1.649804358	1.812678071	-2.344932178	0.990789171	1.559968877	-1.709366674	-1.575752509	-1.253935425	0.111317795	0.083581045	-0.704620212	-0.077400891	0.132935751	-1.573722957	-1.988632067	-0.359614272	0.537935585	1.508825499	0.88463582	0.15203357	-1.653847705	-0.135477276	-1.402636423	-1.635815565	-2.207202124	-2.339699989	-0.197653881	2.257836318	-0.55671253	-3.177339204	-0.476010859	-0.282663127	0.514457889	1.794936925	-0.807526636	-0.047030462	-0.961543659	-1.49066787	0.774360784	0.299780513	-1.561649465	-0.643246195	0.773565873	-2.717236791	0.094699228	-0.757653513	-1.68207416	0.140316796	2.252008575	1.591941152	0.668717845	-0.534799534	3.408080455	1.512285957	-2.348913191	-0.133268842	-0.174649043	-2.056624628	4.383554081	-2.820299913	-1.638191371	-0.715873721	0.914689659	0.464316709	-1.49257684	
TCGA-66-2737	0.938796134	-0.476578346	-2.122206868	-0.510003279	-0.30188459	2.01682454	-0.816680485	-0.163848948	-1.001578544	-0.709241748	-1.821414759	-1.576279346	-0.043826669	-0.582462629	0.259978345	-1.557159851	-0.891465163	0.190538018	-0.237367714	-2.128862814	4.223455901	-1.330046745	-1.383467419	2.051126465	-1.532211319	-2.014533573	1.09668063	-0.59244538	2.339610309	-1.913881708	-0.424520752	-1.429405738	-1.147708549	0.99514174	-1.831368916	1.010479145	-1.349561275	-1.724485539	0.488202705	-2.173310199	-1.635489503	0.923630507	0.570809731	-0.783528064	-0.567158546	-1.168099115	-4.291047117	0.717489695	-0.466835523	-1.753353271	-0.893353392	0.0208088860000000	-2.863287112	-1.610369631	-0.924889366	-0.186786799	-1.147637156	-0.764195519	-0.596164874	-2.032027813	-1.338564585	3.406708791	-1.865436093	0.33004074	-1.713805191	3.293038049	0.803856735	-1.012567222	-1.966327523	1.65693047	0.261940383	-0.322805251	1.712108431	-0.811016851	-0.721357035	-1.271359119	1.871755047	-1.490320175	-1.669652279	-0.907511875	-0.187469245	-2.061252859	-1.404250657	-1.44515724	-1.457114025	-0.581165692	-0.766646463	-0.956347738	-1.590894074	0.748536096	-0.410775743	-3.623810228	-1.068459484	-2.328131982	-1.453777704	-1.361081469	-2.164085703	0.874091916	-0.654278483	-1.604513941	-2.006205665	0.206736465	0.606670363	2.287084025	-2.413032682	0.516042514	-0.366182784	-1.253283219	1.921656184	-1.894255299	0.394227375	-1.388557742	1.685789773	1.413317893	-1.211022266	-1.564843587	-1.069733209	0.988001278	0.501613863	-0.700047989	0.743959416	-0.139170873	-0.766939531	-1.999453574	0.00296887600000006	0.920175879	1.004657216	0.271654506	-0.035479045	-1.668688209	-0.577754014	-2.102391624	-1.901182645	-2.500953966	-2.788303832	-0.645591128	-0.093667265	0.382943315	-2.973187442	-0.860007755	3.674765583	0.31931657	0.961771138	-1.093320393	-0.28041178	-0.171722015	-1.263125	-0.236169432	0.553768655	-0.69525218	-0.680024951	0.389478368	-2.06453427	-0.264502706	-0.636885327	-1.528402042	-0.127134845	1.593892249	0.582828493	0.09403208	-0.865899424	3.306053174	0.0453367290000001	-2.468975174	0.197137526	-0.538745727	-1.896116721	0.731535852	-1.770475338	-2.301093109	-0.237359369	-1.353490263	1.468046551	-1.116649671	
TCGA-66-2758	1.9540757	-0.525296948	0.961319161	-0.479048284	-0.233626099	2.410877231	-0.326648729	-0.154224477	0.079500236	-0.675087723	-2.228869024	-0.815784121	1.327260652	0.506121646	-0.298427744	-1.696107372	0.049136903	0.392728784	-0.226370834	-2.229853873	1.880480568	-0.952109067	-2.067538307	3.220388874	-1.463973834	-2.18780812	1.516210364	-0.171576368	2.398530662	-1.888088652	0.015143687	-1.202557136	-1.162184314	2.195708416	-2.132798533	1.135818543	-1.297511128	-0.830990254	-0.145154194	-2.38056005	-1.644957718	0.933295169	0.454875866	-0.63555525	-1.245857463	-1.323110497	-4.717517308	0.913231466	-0.587189382	-0.44126762	-0.910219212	0.245340042	-3.327680383	-1.30660777	-0.935734411	0.849292258	-0.724475538	-0.708251582	-1.247858438	-1.574008273	-0.76681407	2.890638151	-1.392353186	0.262122872	-1.586876074	2.806177306	1.426597048	-0.460876254	-2.068732941	1.271070189	0.609398519	-0.198381379	1.783577953	-0.615265118	-0.650079744	-1.582251585	1.26186338	-0.893559208	-1.786030995	-2.157991052	-0.22559343	-2.172967812	-1.249411265	-1.291253323	-1.314633302	-0.449612016	0.484087972	-1.025518332	-1.862606705	0.109638913	-0.152395954	-3.920952194	-1.147026239	-2.659515594	-1.549280649	-1.296965236	-2.429997667	0.925719234	-0.925547935	-1.691531843	-1.922593551	0.084800138	0.991268958	1.099159787	-2.840923606	0.306730055	-0.343062007	-0.679302866	1.748657752	-1.986965592	1.420471132	-1.601514921	1.34061738	1.9332741	-1.843397419	-1.603490843	-1.064345253	0.551403962	-0.417892488	-0.724243663	0.731812991	-0.481776944	-0.945590997	-1.776025209	-0.182982561	1.246570924	0.818585755	0.243498136	-0.084816647	-1.634035275	0.972599567	-2.04187804	-1.628810454	-2.397502265	-2.603998884	0.542826647	1.130142766	0.187993849	-3.078621644	-1.832785106	0.980531368	-0.351460269	1.176241426	-1.034089601	-0.450005286	-0.763258013	-1.421864602	-0.838888861	0.607883071	-0.858344926	-0.517584573	0.136872238	-2.104258507	0.201272474	-0.730893255	-1.605514699	0.075451562	2.082041666	0.877388242	0.54090545	-0.48584446	1.575989163	1.11509227	-2.638490242	-0.121298056	-0.414030113	-2.347518367	0.773587321	-2.343630504	-2.486385384	-0.086419957	-0.0236090400000001	1.299895942	-1.489857232	
TCGA-85-6561	0.49307984	-1.055060987	-1.284632799	-0.318472114	-0.506901004	1.958237321	-2.237318353	-0.111817120000000	-1.955234676	-0.64125364	-3.323979234	-1.434108583	0.758433249	-1.085977599	0.00690650399999976	-1.620840683	-1.163754144	0.380180327	-0.114172963000000	-2.015819889	1.206657258	-0.490312644	-2.435547153	1.262412536	-1.222908167	-1.487873701	1.050348572	-0.0427231610000002	1.692861094	-2.093826797	-0.0745095000000002	-0.747107796	-1.39488422	1.082053554	-1.777081224	0.740308781	-1.059181344	-0.518974579	0.183582950000000	-1.921769256	-1.446454502	0.63075612	0.0412130419999998	-0.418342708	-2.021738895	-1.179275577	-4.272230145	0.473268979	-0.513024489	-1.520164682	-0.767420158	0.278764443	-3.146571195	-1.501942359	-0.987637809	-1.947977988	-0.559922926	-0.461069471	-0.757339123	-1.48837966	-1.148107053	2.99718749	-1.777668152	0.38086787	-2.130970588	2.933893843	-0.493889867	-0.398484311	-1.594190003	0.813197485	2.404575726	0.260661362	1.544350493	-0.673091458	-0.401721361	-0.36045208	1.447723649	-1.283731468	-1.593783133	-1.518412428	-0.495883911	-1.697567883	-1.07765353	-2.248391161	-1.181995849	-0.487072262	-0.893153555	-0.841116415	-1.733698058	-0.964337512	-0.115160844000000	-3.801638355	-0.75251705	-2.331238979	-1.833693357	-1.149047578	-2.168903125	0.263841956	-0.946895145	-1.411612546	-2.061058562	-0.0930179960000002	0.812952708	1.2445581	-2.962200848	0.287838637	-0.0902574140000002	-0.959386425	1.123013652	-1.792540784	0.822186757	-2.276322393	0.604920433	0.826630431	-1.570287397	-1.455958077	-0.957387495	-0.235113803	-0.548095664	-0.763890935	0.65271427	0.116545620000000	-1.400975629	-1.579206367	-0.327767864	-0.0198556700000002	1.155574035	0.332333283	-0.491470763	-1.65835512	0.409617107	-1.634348199	-1.512956796	-2.233096448	-2.616127643	0.719301799	0.783514389	-0.507885134	-2.914712649	-0.839749848	0.541587023	0.144347328000000	1.757101024	-1.16683517	-0.513501592	-1.501777225	-1.625785909	0.177967215000000	0.407229061	-1.010921789	-0.527940669	0.770253588	-1.857415221	0.0988726159999998	-0.470468784	-1.38713322	0.0368127899999998	0.78732993	0.661506931	0.380275485	-0.44217285	3.255472035	0.485536429	-2.409039602	0.0987839159999998	-0.0440844090000002	-2.151613525	1.082835398	-2.080382866	-1.858155137	-1.142659838	-0.0361201530000002	0.223496523000000	-1.559466198	
TCGA-85-6560	1.110409871	-0.920114923	-0.999441677	-0.430888998	-0.521370735	2.145525634	-1.659398473	-0.0603989	-1.228671833	-0.640222616	-3.169947398	-0.766316931	1.320735516	-0.546311977	0.286745329	-1.225449367	-0.924703358	0.394960168	-0.144729575	-2.147627153	1.506618016	-0.983815745	-2.091653709	2.74189634	-0.027222123	-1.831632478	-0.361238345	1.499737866	2.216593894	-2.019230383	0.624949547	-1.154124375	-1.416924093	0.935139751	-1.819802686	0.874632881	-1.056181142	-0.94713455	0.564862689	-2.017792803	-1.644136717	0.830650816	0.520315734	-0.636406857	-1.633141154	-1.256523113	-4.544159621	0.17421491	-0.584344238	-1.330549341	-0.935886912	0.63195854	-3.781306157	-1.832856187	-1.136505792	-0.896334082	-0.824997047	-0.423674101	-0.874681373	-2.151558354	-1.282971829	3.473428979	-1.807830498	0.325950543	-1.780175384	3.912429733	0.27506319	-0.565007048	-1.944400801	0.64405427	2.337085155	-0.084437245	1.682229543	-0.704981077	-0.604082609	-0.971752723	1.549347919	-1.494602004	-1.709489596	-1.392471346	-0.897353946	-1.965720599	-1.249470821	-1.532011018	-1.040468062	-0.675422978	-0.492572137	-0.781637995	-1.87608519	0.440559102	-0.236045751	-4.084139398	-0.81812728	-2.303770517	-1.469824516	-1.488661047	-2.432287252	0.481765245	-0.762746464	-1.536097099	-2.286226706	-0.015491583	0.70035323	2.199419426	-3.045783772	0.432099536	-0.238755954	-1.026811824	1.681014413	-1.629024182	2.48123275	-2.264139591	1.163988749	1.431057706	-1.522039885	-1.454976143	-1.163835099	1.034606966	-0.307402341	-0.897498197	0.484650091	-0.063008682	-1.049743782	-1.731065531	-0.510062776	0.807714685	1.160047074	-0.283440279	-0.353435144	-1.468134004	-1.911804464	-1.337086865	-1.657251668	-2.104339604	-2.441553258	1.044541361	-1.08955756	-0.204350583	-2.933306795	-1.453195376	1.490514813	-0.142024706	1.085792217	-1.08204554	-0.533201618	-1.496969792	-1.680676628	-0.39373424	0.665047408	-1.12310648	-0.601724207	0.482352005	-1.94143996	0.07750341	-0.669224446	-1.459495656	0.369086906	2.296213145	0.480183271	1.336001262	-0.619398422	2.249965155	-0.443242274	-2.84381442	0.07057913	-0.254570155	-1.511752566	2.712957717	-2.171163873	-2.56071256	-1.236641708	-0.102760337	1.05319585	-1.662820973	
TCGA-22-0940	0.3221460885	-0.6984172905	0.8779510725	-0.4057823535	-0.181226213500000	2.5274787645	-2.1972919505	-0.2916416335	-1.5726358675	-0.2934097675	-2.6080903305	-1.7142638695	0.2370745485	-0.5329938635	0.2703199535	-2.4086800055	-0.9579780065	0.158743752500000	-0.0091962435000002	-0.7951619275	2.3565173605	-0.4497665055	-1.7169104895	2.4277268935	-0.5467794325	-0.6782129835	0.5917333895	0.0702009564999998	1.3901555725	-1.9194155025	-0.158256188500000	-0.5102004815	-0.9308295695	0.00106260249999982	-1.9344190275	0.6142957315	-1.1712539475	-1.5867453065	0.5034236525	-1.9588236065	-1.6624071345	-0.165320899500000	0.3404017615	-0.4719787185	-1.4213390225	-1.3072116805	-4.8027354485	0.5936683745	-0.5867325595	-1.4318002995	-0.9589656275	0.8446118765	-3.6609093795	-1.6015593255	-0.6564570415	-0.8990089925	-0.5863482515	-0.7949173675	-0.9333252485	-0.8388817885	-0.5901668765	1.5539000735	-2.1188980905	0.4115428975	-1.8062359675	3.8138553715	0.1688904705	-0.8009880755	-1.3743052435	1.3870574795	2.6383736665	0.4606848485	1.6453795845	-1.0489242365	-0.6285336385	-0.6188537185	0.5234475295	-1.4945320235	-1.7482542575	-0.7832181375	0.2344924045	-1.6479415265	-1.5687850755	-1.8930609245	-1.2672924405	-0.9045756195	-0.9874155125	-1.1886045495	-2.0218475475	-1.0195640305	-0.0726175725000002	-3.8092556975	-0.8801179375	-2.3628347235	-1.4363811565	-1.4999735055	-2.1698320415	-0.23340965350	-0.7410136345	-1.6922385105	-2.2301817695	0.3350464465	0.7526912575	1.2946615585	-3.1574253505	0.4125344165	-0.2666439955	-1.4595252785	0.7059070755	-1.6232046765	0.3451439175	-1.7641782825	-0.100548716500000	1.7761190675	-1.5158742705	-1.5809931605	-1.2303699045	-0.4581034245	-0.9265019165	-0.9108282685	0.3451622885	0.136787453500000	-1.9180821745	-1.8216799435	-0.23573465050	0.0201140344999998	1.0190187365	1.1631384825	0.0615654674999998	-1.6170424675	-2.5737786615	-1.6499273655	-1.2336555315	-2.0260154015	-3.0417165685	0.2824708135	0.4012383455	-0.4395556125	-3.0601850865	-1.3195914745	1.0768910355	0.2139564595	1.9739685825	-0.8103553415	-0.7245907655	-0.9792147905	-1.3680597015	0.3749931635	0.7226961005	-0.9261525925	-0.5012157805	1.1444764345	-2.8199439985	-0.2894709725	-0.6523115665	-1.4516360995	-0.2921143795	1.4957996515	0.4630667995	0.4932232035	-0.3960649255	2.2434735965	1.6907831715	-2.4763421665	0.2011580535	-0.0607698465000002	-1.8412723785	1.6234172755	-2.5732770845	-2.0993731835	-0.7443087665	-0.9912573385	0.8591691375	-1.3184745565	
TCGA-37-4133	0.0301840730000000	-0.40953556	-1.615996065	-0.424523227	-0.465476029	2.492861307	-0.859330875	0.00623549199999995	-2.450177573	-0.616098448	-3.292039181	-0.548481358	1.37662179	-0.496984989	-0.113764001	-1.584428346	-1.431985689	0.380945233	0.331887878	-2.00283038	1.265361912	-0.607011867	-1.282539353	2.257871949	-1.433940835	-1.784070071	1.980966242	-0.22537081	2.43046341	-1.846541146	-0.568599823	-1.058035273	-2.879252536	1.512841843	-2.430453124	1.098903905	-1.134861067	-1.334009123	0.550720902	-2.51103499	-1.549764307	0.999021742	0.89089769	-0.570764292	-2.266203283	-1.217163729	-4.505671816	0.688162478	-0.295851426	-1.351413622	-0.751463122	0.498964281	-3.558360381	-1.453357459	-0.526800237	-1.312804441	-0.426656031	-0.292762733	-0.949817091	-2.760457178	-0.530485774	3.165010874	-1.671588506	0.098190686	-1.803904973	4.105952477	-0.460337461	-0.798679236	-2.252359753	1.027676308	2.077949032	-0.318983759	1.460690222	-1.135571697	-0.672673994	-1.17834165	1.496792475	-1.48170591	-1.702905766	-1.233997201	-0.015491033	-2.192202723	-1.526767773	-1.431823187	-1.299892091	-0.42134982	-0.414579161	-1.440933102	-0.782866614	-0.079459143	-0.524903778	-3.743059571	-1.018061046	-2.562135436	-1.07395077	-1.288170386	-2.08096708	2.00791519	-0.852281096	-1.317727289	-1.937057308	0.049105129	0.917567926	1.790234685	-2.438648799	0.799546227	-0.186666967	-0.167259502	2.18083458	-1.889116613	0.229800322	-1.763460097	1.784901076	1.798977625	-1.84584769	-1.318411129	-0.850204956	0.104329427	-0.030723096	-0.773628476	1.062732391	-0.35072647	-0.832233305	-1.974877555	-0.407066404	1.45263243	1.072415416	0.389681524	0.144056326	-1.497998708	0.225413125	-1.959061457	-1.445965195	-2.253889269	-2.94096504	-0.132828234	-0.049877009	-0.087478967	-3.142144251	-1.399545064	0.0177112310000000	-0.07016705	1.319794166	-0.832962095	-1.123044107	-1.5117151	-1.903972277	-0.789489452	0.78739439	-1.079382586	-0.865397117	0.072032965	-1.017371026	0.26429538	-0.577903165	-1.634497476	0.173247972	2.972531303	1.918356461	0.354734571	-0.528726386	2.848277404	0.036636368	-2.836129402	-0.163315019	-0.838710105	-3.115703061	0.947935058	-1.692587991	-2.224163707	-0.997866087	-1.384379339	1.615317063	-1.520571739	
TCGA-37-4135	0.1298346665	-0.5119039465	-1.9717936835	-0.3677554365	0.0838629035	1.9605492965	-1.1326871615	-0.3141949135	-2.7829417685	-1.1754236045	-2.8073585975	-0.4828157355	1.7221324605	-0.1267738735	-0.1188296995	-2.1936228745	-1.7188394915	0.5742854415	-0.3393832415	-1.9941305435	1.1417029235	-1.0238643905	-2.4124108695	2.5151387375	-2.3294096445	-1.7120921535	1.8143165875	-0.4777655785	2.7812114075	-2.2804862775	-0.1713860865	-1.0854472515	-2.8818004765	2.7774553585	-1.7871239405	1.0537961295	-1.0187502555	-2.9068738605	1.5183017075	-2.5605127085	-1.4038589645	1.1522684165	0.1059203175	-0.5851608465	-2.1165865395	-1.4957053395	-4.3281153475	1.2122171025	-0.2680698135	-1.2318857465	-0.8000621445	0.3018230375	-3.6953483025	-1.5889778035	-0.5865073305	-2.0113307475	-0.5091901325	-0.4992392905	-1.0181260025	-2.8897189035	0.2431467135	5.2577128095	-1.3464177275	0.0629042085	-1.6980474935	4.7114999495	-1.1009554525	-0.5184816905	-2.1789647865	0.9905039975	1.5796905585	-0.4298565065	1.3338095805	-1.2180391825	-0.6045364095	-1.4381522605	1.6072401795	-1.3993505525	-1.6253805115	-1.2176218115	0.4286633825	-2.1815602295	-1.7203258515	-1.1435641465	-1.4070551335	-0.4790425475	-0.0715194055	-1.3260658685	-1.8489500965	2.3273091175	-0.7519847225	-4.1284262195	-0.9414619085	-2.3243140315	-1.3002556775	-1.3858509715	-1.8748054445	1.6038286945	-0.9406090845	-1.5497783315	-2.2755477355	0.1397343975	1.2040588655	1.9723504775	-3.0258439885	0.6246312735	-0.1497096695	-0.4607028185	2.5317612925	-1.4403599235	-1.1809482645	-1.9091168415	1.9782817725	1.5028213285	-1.7738593815	-1.2332856505	-1.0528250085	0.6264910635	0.5082364105	-1.1761004355	1.0844853205	0.0703149435	-1.8063051105	-1.8359252685	-0.8752814795	1.8670396935	1.2142743265	0.2436206755	0.1863732075	-1.2035729915	1.0628037735	-1.5134392165	-1.8108015435	-2.0646389605	-3.0525551955	1.0851991365	0.8899413295	-0.4431441245	-3.2228377135	2.4756834025	0.8974607705	0.1689630735	1.1683701525	-0.8217535025	-1.1415791135	-1.9080706825	-2.0417382975	-2.2309961445	1.3077129575	-1.2454454405	0.2990694755	-0.1742059905	-1.4918758135	0.8926533365	-0.7403197305	-1.7282469035	0.6620614425	1.9590444335	1.9362603475	-0.3753823235	-0.5230207705	1.6388544875	-0.3416595835	-2.8337830115	0.3089845175	-0.6351802875	-2.9995361315	0.9404586425	-2.4109599275	-2.4398050915	-1.3428532375	-2.1333765735	1.8287011575	-1.6261772865	
